name,url,description,started_at,category,city,website,socials,business_id,finder_url
MealLogger,https://startup100.net/company/meallogger,"Connect to your clients with
MealLogger",,,,http://www.meallogger.com,"{'twitter': 'https://www.twitter.com/meallogger/', 'facebook': 'https://www.facebook.com/meallogger'}",,
Measurlabs,https://startup100.net/company/measur,"We provide testing services and certifications for any material, product or chemical. We help product developers and quality managers get the information they need about their products.",2017,"SaaS/AdTech, MarTech, E-commerce",Helsinki,https://measurlabs.com/,"{'twitter': 'https://www.twitter.com/measurlabs/', 'facebook': 'https://www.facebook.com/measurlabs', 'linkedin': 'https://www.linkedin.com/company/11394316'}",2820461-1,https://www.finder.fi/search?what=2820461-1&type=company
Medanets,https://startup100.net/company/medanets,,2004,Health & Medical Technology,Oulu,https://medanets.com/,{},,
Medicortex Finland,https://startup100.net/company/medicortex-finland,"Medicortex Finland Oyj is a biotechnology company dedicated to developing diagnostics and treatments for acute neurodegenerative conditions, including traumatic brain injury (TBI) and concussion. The company is currently focusing on the development of a rapid test, based on a proprietary biomarker, for detection of TBI and concussion. Medicortex was founded by Dr. Adrian Harel in Turku, Finland, in 2014 and it operates as a public limited company. Dr. Harel has a track record in business management and leadership of early-stage biotechnology companies.
----
Kuvaus suomeksi:
Medicortex Finland Oyj (http://www.medicortex.fi) on bioteknologian alan yritys, joka on keskittynyt parantamaan tapaturmaisten aivovammojen (TBI) diagnostiikkaa ja hoitoa. Yrityksen nykyinen painopiste on kehittää biomerkkiaineisiin perustuvaa diagnostiikkaa, jolla pystytään arvioimaan aivovamman laajuutta ja vaikeusastetta.",2014,Health & Medical Technology,Turku,http://www.medicortex.fi/,"{'twitter': 'https://twitter.com/AdrianHarel', 'facebook': 'https://www.facebook.com/medicortex'}",,
Medics24,https://startup100.net/company/medics24,"We’re a a virtual healthcare center and a provider of an innovative healthcare platform. Via our innovative platform and ecosystem we empower doctors, patients, health-tech developers and other stakeholders to collaborate when it comes to preventive healthcare and improving patients overall well-being.

We believe that continuum of care, preventive healthcare and improving the overall well-being of individuals is the only humane and economically sustainable way to produce healthcare services in the future.

We also believe that medical services should be accessible to everyone and as easy to consume as online-banking.

Service is authorized by National Supervisory Authority for Welfare and Health.",2013,Health & Medical Technology,Jyväskylä,https://medics24.com/fi/,"{'twitter': 'https://twitter.com/fimedics24', 'facebook': 'https://www.facebook.com/medics24', 'linkedin': 'https://www.linkedin.com/company/medics24-fi'}",,
MedicubeX,https://startup100.net/company/medicubex,"Founded in 2020 to revolutionize healthcare with the medical check-up and telehealth Medicube X™ eHealth Stations. 
MedicubeX aims to prevent cardiovascular diseases and diabetes by building autonomous self-measurement and telehealth kiosks. 

The Medicube X™ eHealth Station is a revolutionary innovation that enables monitoring of vital signs and CVD risk factors with high-quality remote video appointments. This allows most preventive interventions to be performed early, before problems develop. The Medicube X™ eHealth Station is an essential tool for managing the health of your patients.",2020,Health & Medical Technology,Helsinki,https://www.medicubex.com/,"{'twitter': 'https://www.twitter.com/medicubex/', 'facebook': 'https://www.facebook.com/MedicubeXofficial'}",3125583-1,https://www.finder.fi/search?what=3125583-1&type=company
Medigoo,https://startup100.net/company/medigoo,"Live healthier, live longer. We at Medigoo thrive towards more accessible health information and powerful professional health tools available for everybody anywhere. Medigoo offers health and medical information through a web service, which is free for consumers. The information is linked with sellable professional medical tests such as cholesterol and genetic tests, which can be done easily, quickly and safely at home convenience. Medigoo has the largest home health test portfolio in Europe. 

With the more accessible health & medical information services and products it is possible to save time and cut costs both from consumer and healthcare services. No more waiting and complex processes.",2007,Health & Medical Technology,Espoo,http://www.medigoo.com/,"{'twitter': 'https://www.twitter.com/medigoo', 'facebook': 'https://www.facebook.com/medigoo', 'linkedin': 'http://www.linkedin.com/company/medigoo-inc', 'youtube': 'https://www.youtube.com/channel/UCZdlPtOFRB1lo2FawjRGFZA'}",,
MediSapiens,https://startup100.net/company/medisapiens,"MediSapiens creates cutting-edge solutions for transforming biomedical data into knowledge, insight, and value, especially with the help of genomic data.

Our mission is to help our partners transform reactive and collective healthcare into proactive and personalized healthcare through better use and combination of data. Our key offering is the MediSapiens Genomics Suite, that integrates genomic data as part of your operations.
We are based in Helsinki, Finland and Cambridge, United States. For more information, please visit: https://medisapiens.com/ and follow us at @MediSapiens",2009,SaaS/Business Software,Helsinki,http://medisapiens.com/,"{'twitter': 'https://www.twitter.com/medisapiens/', 'facebook': 'https://www.facebook.com/medisapiens', 'linkedin': 'http://www.linkedin.com/company/medisapiens-ltd', 'slideshare': 'https://www.slideshare.net/MediSapiens', 'youtube': 'https://www.youtube.com/channel/UCszkIQq-5iUZEczahMIw6uw'}",,
Medixine,https://startup100.net/company/medixine,"We want that healthcare professionals can give their patients top-quality care.

With our all-in-one telehealth platform Medixine Suite, you're able to treat and track any disease or condition. It's pleasant to use and it gives you all the essential tools you need to provide remote care: secure messages, chat, and video appointments, remote patient monitoring, health questionnaires, and automated screening and triage. 

Today, an increasing number of people are moving from traditional care to digital care for a patient-centric approach to health and wellbeing. Our mission is to provide the best tools for this transformation. 

We enable smooth collaboration between healthcare providers, patients, and family members. We provide tools for connecting different data sources and optimizing care processes. With our help, our partners and customers can enhance the quality of care and achieve cost savings.",,,,https://www.medixine.com/,"{'twitter': 'https://twitter.com/medixinecom', 'facebook': 'https://www.facebook.com/medixineltd', 'linkedin': 'https://www.linkedin.com/company/69373'}",,
Meeat,https://startup100.net/company/meeat-food-tech,Nice to Meeat you!,2020,Food & Beverage Technology,Espoo,https://meeat.co/,{},3162130-1,https://www.finder.fi/search?what=3162130-1&type=company
Meeko Mobi,https://startup100.net/company/meeko-mobi,"Sharing happy customers´ success stories to help you realize your environmental responsibility, showcase the eco-friendly way for transport and find ideas to keep your employees happy and healthy (and efficient). Meeko eScooters are #meekoinmotion",2017,Mobility & Vehicles,Helsinki,https://www.meeko.mobi/,"{'twitter': 'https://twitter.com/MeekoMobi', 'facebook': 'https://www.facebook.com/Meekomobi'}",2835866-1,https://www.finder.fi/search?what=2835866-1&type=company
Meetingpackage,https://startup100.net/company/meetingpackage,https:/meetingpackage.com enables online meeting room selling and booking for venues. #meetings #meetingrooms #meetingmanagementsoftware & #traveltech,2013,"SaaS/AdTech, MarTech, E-commerce",Espoo,https://meetingpackage.com/,"{'twitter': 'https://twitter.com/meetingpackage', 'facebook': 'https://www.facebook.com/meetingpackagecom', 'linkedin': 'https://www.linkedin.com/company/4834526', 'youtube': 'https://www.youtube.com/channel/UC40I8vidsF_vOTeFHYRhH_A'}",,
Meetin.gs,https://startup100.net/company/meetings,"Meetin.gs is a web and mobile meeting organizer for making the exchange around online and face-to-face meetings more effective and productive. It is designed with simplicity and reliability in mind, for digitally-minded professionals who want to run better meetings in a smarter way. 

Meetin.gs combines efficient scheduling linked with online calendars and address books, a dedicated meeting space for material sharing and preparation, automated notifications with links to materials, and persistent storage for follow-up collaboration, available fron any device.

As a result, meetings become documented parts of a longer-term process instead of isolated events. All this for free, while meeting organizers enjoy increased productivity, decreased need to worry, and more professional appearance. 

Get started in less than 60 seconds by sending an email to signup@meetin.gs.",2011,SaaS/Business Software,Helsinki,http://www.meetin.gs/,"{'twitter': 'https://www.twitter.com/meetin_gs/', 'facebook': 'https://www.facebook.com/www.meetin.gs', 'linkedin': 'http://www.linkedin.com/company/2464866?goback=%2Efcs_GLHD_meetin*3gs_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2&trk=ncsrch_hits'}",,
Megawatt Technology,https://startup100.net/company/megawatt-technology,Autonomous Vehicle,2020,Mobility & Vehicles,Helsinki,http://mgwatt.com/,{'facebook': 'https://www.facebook.com/Megawatt-107991987251382'},3116284-6,https://www.finder.fi/search?what=3116284-6&type=company
Megical,https://startup100.net/company/megical,Start caring again.,2011,Health & Medical Technology,Helsinki,https://megical.com/,"{'twitter': 'https://twitter.com/megical_safety', 'facebook': 'https://www.facebook.com/Megical-Global-112624673558566'}",,
Mekitec,https://startup100.net/company/mekitec,"Mekitec is a manufacturer of innovative quality control systems based on X-ray technology for the global food and beverage industry. We are committed to ensure safe food by providing inspection systems with the best value in the industry.

Our X-ray systems are a part of the food production line guaranteeing the quality by detecting and removing food products that contain unwanted foreign objects or other defects by using the latest X-ray imaging and processing technology, resulting in 100% food quality control.",2005,Industrial Equipment,Oulu,http://www.mekitec.com,"{'twitter': 'https://twitter.com/mekitec', 'facebook': 'https://www.facebook.com/Mekitec', 'linkedin': 'https://www.linkedin.com/company/mekitec-oy'}",,
Mekiwi,https://startup100.net/company/mekiwi,"House of digitalization, gamification, customized digital applications, AR / VR solutions, and full-stack marketing services. 

Customer-oriented, smart, and efficient. 
This is what we are.

Mekiwi service covers all of your digital needs. Our versatile team of experts and designers are at your disposal for;

-Learning solutions
-Gamification
-Software development
-Mobile applications
-Graphic design / 3d design
-Digital marketing
-AR/VR/XR production & implementation
-Website / online store design
-Maintenance and optimization 

Let us inspire you.


We offer a full spectrum of marketing & digital services.

We design, implement and measure your current product/project and also help you to start from scratch. 

Just tell us what you have in your hands, and let our team full of experts create the best solution to elevate your business!",2014,Other Consumer Software & Apps,Oulu,http://www.wimble.me/,"{'twitter': 'https://twitter.com/mekiwiltd', 'facebook': 'https://www.facebook.com/mekiwiofficial', 'linkedin': 'https://www.linkedin.com/company/3737633', 'youtube': 'https://www.youtube.com/channel/UCjwgi8gJE6Ptk06xtC1oKAA/feed'}",,
Meliora,https://startup100.net/company/meliora,"Meliora offers AI-infused tools to succeed in IT-projects by helping companies manage the work from ideas to development. Melioras toolset concentrates on communication and pointing out what is relevant for everyone. Meliora's award winning AI features boosts the efficiency of the IT projects by giving people tireless, professional AI assistants.

Meliora Testlab as a product has its roots in strong expertise in software testing. Hence, the name Testlab. The product has long since evolved into a full-blown application lifecycle management tool now build to new effectiveness with AI. In the end, it is all about getting the ideas developed into usable software.",2012,SaaS/Business Software,Jyväskylä,https://www.melioratestlab.com,"{'twitter': 'https://www.twitter.com/Meliora_Testlab/', 'facebook': 'https://www.facebook.com/melioraoy', 'linkedin': 'http://www.linkedin.com/company/2758874'}",,
Meluta,https://startup100.net/company/meluta,"Situational awareness through sound – safety, productivity and added business value through advanced signal processing.

Tilannetietoisuus äänellä – turvallisuutta, tuottavuutta ja liiketoiminta-arvoa edistyksellisellä signaalinkäsittelyllä.

Meluta´s special expertise is acoustic and vibro-acoustic (structure-borne sound) phenomena and specifically transforming that knowledge to business value by algorithms and analyses.  Meluta also manages research, design and implementation of embedded electronics, radio technologies, digital electronics and low-power systems. 

Meluta Oy on teknologiankehityspalveluita tuottava yritys. Meluta Oy:n ydinosaaminen on sensoriteknologioissa ja edistyneessä signaalinkäsittelyssä. Yrityksen erityisosaamista ovat akustiset ja vibroakustiset (runkoäänet) ilmiöt sekä niistä liiketoiminta-arvon tuottaminen algoritmien ja analyysien avulla.
Yritys hallitsee myös sulautetun elektroniikan, radioteknologioiden, digitaalielektroniikan ja alhaisten tehonkulutuksen järjestelmien tutkimuksen, suunnittelun ja toteuttamisen.

For autonomous devices, remote-controllable machinery: sound source classification, localization — real-time modelling of the surroundings by adding sound to the existing sensor collection. Fully embedded systems to any kind of machinery or devices etc. Meluta´s system can monitor several critical targets at the same time and alert the operator when the specific vibrations or sounds of interest are detected. Meluta develops and commercializes technology which is based on the information of sounds and vibrations.

Contact information:

Meluta Oy
Hermiankatu 12 C 1
FI-33720 Tampere
FINLAND
mobile +358 50 524 7438
www.meluta.fi",2015,Industrial Equipment,Tampere,http://www.meluta.fi/,{'linkedin': 'https://www.linkedin.com/company/10347126'},2683932-2,https://www.finder.fi/search?what=2683932-2&type=company
M&E Management,https://startup100.net/company/me-management,Kiinteistöhuollon ammattilaiset,,,,https://me-management.fi,{'facebook': 'https://www.facebook.com/pages/ME-Management-Oy/1408275322765330'},,
Membook,https://startup100.net/company/membook,Are you looking for a modern association management tool? Look no further - this is it!,2014,SaaS/Business Software,Salo,http://www.membook.fi/en/,"{'twitter': 'https://www.twitter.com/membook_fi/', 'facebook': 'https://www.facebook.com/MembookFi', 'linkedin': 'https://www.linkedin.com/company/membook-oy'}",,
Memocate,https://startup100.net/company/memocate,"Interaction skills are the key to quality caregiving. We help caregivers to provide the best possible care to their loved ones through training.

Memocate focuses on cutting-edge research, great design and engaging user experience. Our pieces of training have a positive impact on the wellbeing of our customers globally.",2017,Health & Medical Technology,Tampere,http://memocate.com/,"{'twitter': 'https://www.twitter.com/teammemocate/', 'facebook': 'https://www.facebook.com/memocated', 'linkedin': 'https://www.linkedin.com/company/16209095'}",2832002-2,https://www.finder.fi/search?what=2832002-2&type=company
Memorial,https://startup100.net/company/memorial,"a vagina, lmainen seksi, sain pillua, teinin vagina, hierontaa ja seksiä, isot tissit xxx, seksi eturauhashöyläyksen jälkeen, mia ehrnrooth pillu, lesbojen seksi, huora albumi, minna helle tissit,",2014,Hardware & Devices,Seinäjoki,http://www.hautatuote.fi/,{'facebook': 'https://www.facebook.com/pages'},,
Menddie,https://startup100.net/company/menddie,"Menddien kautta korjaat, muokkaat ja huollat vaatteesi kätevästi ja nopeasti.",2019,Fashion & Design Technology,Espoo,https://menddie.com/,{'facebook': 'https://www.facebook.com/Menddiekorjausompelu'},3107635-8,https://www.finder.fi/search?what=3107635-8&type=company
Mental Moustache,https://startup100.net/company/mental-moustache,"This website is for sale! mentalmoustache.com is your first and best source for all of the information you’re looking for. From general topics to more of what you would expect to find here, mentalmoustache.com has it all. We hope you find what you are searching for!",2011,Gaming,Jokela,http://www.mentalmoustache.com,"{'twitter': 'https://twitter.com/MentalMoustache', 'facebook': 'https://www.facebook.com/mentalmoustache', 'linkedin': 'http://www.linkedin.com/company/mental-moustache', 'youtube': 'https://www.youtube.com/user/MentalMoustache'}",,
Mentorii / Aivoapina,https://startup100.net/company/mentorii-aivoapina,This domain name has been registered with Gandi.net. It is currently parked by the owner.,2012,Education Technology,Espoo,http://aivoapina.fi/,"{'twitter': 'https://twitter.com/aivoapina', 'facebook': 'https://www.facebook.com/aivoapina'}",,
Meru Health,https://startup100.net/company/meru-health,"The New Standard of Mental Healthcare.
https://t.co/EEoRwK4zRZ

Improving the lives of people living with burnout, depression, and anxiety.",2016,Health & Medical Technology,Helsinki,http://www.meruhealth.com/,"{'twitter': 'https://twitter.com/meruhealth', 'facebook': 'https://www.facebook.com/meruhealth', 'linkedin': 'https://www.linkedin.com/company/meru-health'}",2739420-6,https://www.finder.fi/search?what=2739420-6&type=company
Merus Power Dynamics,https://startup100.net/company/merus-power-dynamics,"Merus Power is a global green technology company located in the city of Nokia, Finland. We design, manufacture and sell world-leading electrical energy storage and power quality solutions. Power electronics, advanced and reliable control software and innovative electrical engineering are the heart of Merus Power.

We help our customers to increase revenue and achieve significant energy savings whilst boosting productivity, ensuring process reliability and enabling grid code compliance.

We provide deep technological and engineering knowledge to give the best customer experience possible. Over the years we have worked with various customers in industry, utility, infrastructure and renewable energy applications in 59 different countries.

For renewable energy and microgrid customers, we help to reach full potential in power production by storing extra energy in batteries and releasing just when needed for maximum benefit, while also giving them the possibility to join the well-paid electricity and frequency response markets.

In addition to the sophisticated Merus™ Energy Storage Solution, our product portfolio includes active harmonic filters, STATCOMs, SVCs, updated UPS systems (UPQ) and also hybrid power compensators (HPQ).",,,,http://www.meruspower.fi,"{'twitter': 'https://www.twitter.com/merus_power', 'facebook': 'https://www.facebook.com/meruspower', 'linkedin': 'http://www.linkedin.com/company/merus-power-dynamics-oy'}",,
Mesensei,https://startup100.net/company/mesensei,"Mobile Platform as a Service (PaaS) for high-value communities and ecosystems. With Mesensei our customers can launch their own unified community platform under their brand and data controllership.

The platform is immediately deployable and it is designed for mobile use. Customer can choose to join an existing mobile application, or have their own published in the app stores under their own brand.",2016,SaaS/Business Software,Aalto,http://www.mesensei.com/,"{'twitter': 'https://www.twitter.com/MesenseiLtd/', 'facebook': 'https://www.facebook.com/mesensei', 'linkedin': 'https://www.linkedin.com/company/15237316'}",2783802-2,https://www.finder.fi/search?what=2783802-2&type=company
Mestamaster,https://startup100.net/company/mestamaster,"Mestamaster is on a mission to improve construction worksites’ productivity.

Mestamaster enables fast-paced takt production in worksites that have high amount of repetitive tasks, such as hotels and apartment buildings.

Our unique solution includes takt planning, takt control, and continuous improvement, allowing construction professionals to implement and run takt production as efficiently as possible.",2019,Industrial Equipment,Helsinki,https://mestamaster.fi/,{},2972171-7,https://www.finder.fi/search?what=2972171-7&type=company
Metacore,https://startup100.net/company/everywear-games,"We are a Helsinki-based game company where players are the closest thing to a boss. At the moment we focus on scaling Merge Mansion, developing our next hit game candidates, and hiring new team members to help us succeed in both.",2015,Gaming,Helsinki,https://metacoregames.com/,"{'twitter': 'https://twitter.com/metacoregames', 'facebook': 'https://www.facebook.com/metacoregames', 'linkedin': 'https://www.linkedin.com/company/9299838'}",,
Metaplay,https://startup100.net/company/metaplay,"Metaplay builds best-in-class tech and tools that enable ambitious free-to-play developers to build, operate and scale their vision faster, more reliably, and more professionally than they could anywhere else.  

We're hiring! Check out www.metaplay.io/careers.",2019,Gaming,Helsinki,https://metaplay.io/,"{'twitter': 'https://www.twitter.com/metaplay_tech/', 'facebook': 'https://www.facebook.com/metaplay', 'linkedin': 'https://www.linkedin.com/company/8379527'}",3086347-2,https://www.finder.fi/search?what=3086347-2&type=company
MetGen,https://startup100.net/company/metgen,Pioneers in Industrial Enzymes for Lignocellulosic Biomass,2006,Clean & Green Technology,Kaarina,http://www.metgen.com/,"{'twitter': 'https://twitter.com/MetGen_Oy', 'linkedin': 'http://www.linkedin.com/company/1770085?goback=%2Efcs_GLHD_Metgen+Oy_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2&trk=ncsrch_hits'}",,
Metodia,https://startup100.net/company/metodia,,2015,Education Technology,Helsinki,https://metodia.fi/,{},2716603-5,https://www.finder.fi/search?what=2716603-5&type=company
Metrify.io,https://startup100.net/company/metrifyio,25 years of building software-driven products for complicated problems has taught me to seek simplicity,2012,SaaS/Business Software,Helsinki,https://metrify.io,"{'twitter': 'https://www.twitter.com/osma/', 'facebook': 'https://www.facebook.com/pages/Metrifyio/130248273763874'}",,
Metroc,https://startup100.net/company/metroc,Creating sales & marketing solutions in a construction and real estate industry.,2019,Building & Construction,Helsinki,https://metroc.ai/,"{'facebook': 'https://www.facebook.com/metrocoy', 'linkedin': 'https://www.linkedin.com/company/30765323'}",3019226-9,https://www.finder.fi/search?what=3019226-9&type=company
M-Files,https://startup100.net/company/m-files,"M-Files provides a next generation intelligent information management platform that improves business performance by helping people find and use information more effectively. Unlike traditional enterprise content management (ECM) systems or content services platforms, M-Files unifies systems, data and content across the organization without disturbing existing systems and processes or requiring data migration. M-Files breaks down silos by delivering an in-context experience for accessing and leveraging information that resides in any system and repository, including network folders, SharePoint, file sharing services, ECM systems, CRM, ERP and other business systems and repositories. Thousands of organizations in over 100 countries use M-Files for managing their business information and processes, including NBC Universal, Rovio and SAS.",,,,http://www.m-files.com/en,"{'twitter': 'https://twitter.com/m_files', 'facebook': 'https://www.facebook.com/MFilesSuomi', 'linkedin': 'http://www.linkedin.com/company/m-files-corporation', 'youtube': 'https://www.youtube.com/user/MFilesDMS'}",,
Mïbero,https://startup100.net/company/mibero,Bringing gamers together.,2014,Other Consumer Software & Apps,Helsinki,http://www.mibero.org/,{'twitter': 'https://twitter.com/miberoy'},,
Microtask,https://startup100.net/company/microtask,Scale faster with less time using your very own Outsourced Marketing Department without the hiring headaches.,2009,SaaS/Business Software,Helsinki,http://www.microtask.com/,"{'twitter': 'https://twitter.com/microtask', 'facebook': 'https://www.facebook.com/microtaskcom', 'linkedin': 'http://www.linkedin.com/company/microtask', 'youtube': 'https://www.youtube.com/user/microtaskblog'}",,
Midaxo,https://startup100.net/company/midaxo,"Midaxo provides the most widely used work management solution for corporate development. 

Midaxo Cloud is an enterprise-grade platform for the modern way of doing deals that delivers repeatable business outcomes and faster inorganic growth. Users of the M&A capabilities report identifying and managing 5x more targets, reducing diligence time by 50%, and accelerating time to value realization up to 40%. 

Digitally transforming the transaction process, Midaxo Cloud leverages automation, AI, and machine learning to deliver accelerated inorganic growth while decreasing deal risk. It powers an enterprise-wide approach to transactions that increases team productivity and consistency, enables faster deal closings, better prepares for anti-trust challenges, and reduces transaction risks. The platform is a single repository for all documents, communications and workplans. It provides visibility on the status of all transactions, generates workplans powered by customizable playbooks, improves team collaboration through the online platform and mobile app, offers real-time reporting, and automates workflows. 

Midaxo customers have closed over 5,000 transactions valued in excess of $1 trillion.",2011,SaaS/Business Software,Helsinki,http://www.midaxo.com,"{'twitter': 'https://www.twitter.com/midaxo/', 'facebook': 'https://www.facebook.com/midaxotool', 'linkedin': 'http://www.linkedin.com/company/midaxo-ltd', 'youtube': 'https://www.youtube.com/user/MidaxoLtd'}",,
Miitti Software,https://startup100.net/company/miitti-software,"Miitti App on uudenlainen sosiaalinen alusta, josta löydät parasta kaveriseuraa arjen menoihin & viikonlopun rientoihin. Ladattavissa nyt sovelluskaupoista!",2023,Other Consumer Software & Apps,Helsinki,https://www.miitti.app/,{},3369712-3,https://www.finder.fi/search?what=3369712-3&type=company
Mills,https://startup100.net/company/mills,Food Recommendation Platform  #Healthy #Sustainable #Personalised #FoodTech #SaaS #AI #Retail #Instore #Online,2012,"Wellness, Fitness & Sports",Helsinki,https://www.miils.com/,"{'twitter': 'https://www.twitter.com/_miils_/', 'facebook': 'https://www.facebook.com/Miils-848357228521779', 'linkedin': 'https://www.linkedin.com/company/10935424'}",,
Mindclip,https://startup100.net/company/mindclip,"Mindclip Behaviour: 
Harness the power of micro-habits to improve your team's performance and wellbeing.",2015,SaaS/Business Software,Helsingfors,https://www.mindclip.com/,{'twitter': 'https://www.twitter.com/mindclipapp/'},2728764-6,https://www.finder.fi/search?what=2728764-6&type=company
Mindfindr,https://startup100.net/company/mindfindr,"Mindfindr is an Innovative Web-based Psychological Assessment Solution for
Personnel selection, Coaching, Career planning, Recruiting, Relocation and Organisational Development.",,,,https://mindfindr.com,"{'twitter': 'https://www.twitter.com/mindfindr/', 'facebook': 'https://www.facebook.com/mindfindr', 'linkedin': 'https://www.linkedin.com/company/mindfindr'}",,
Mindhaven Games,https://startup100.net/company/mindhaven-games,"Indie game studio working on a gravity defying puzzle adventure, #SkyBeneath. Wishlist now on Steam!",2019,Gaming,Helsinki,https://www.mindhavengames.com/,"{'twitter': 'https://twitter.com/mindhavengames', 'facebook': 'https://www.facebook.com/mindhavengames'}",3002176-9,https://www.finder.fi/search?what=3002176-9&type=company
Minduu,https://startup100.net/company/minduu,"Kattavien kuvallisten terapeuttiprofiilien ja helppokäyttöisen hakutoiminnon avulla löydät juuri sopivan psykoterapeutin vaivattomasti vaikka heti.

Terapeutteja autamme saamaan uusia asiakkaita, hallitsemaan yhteydenottoja sekä pyörittämään vastaanottoa vaivattomasti aikaa säästäen.

Minduu (AtCare Oy) on yhteiskunnallinen yritys, jonka tarkoitus on etsiä uusia ratkaisuja mielenterveysongelmien ehkäisyyn ja hoitoon. Pyrimme parantamaan mielenterveyspalveluiden saatavuutta kehittämällä uusia web-pohjaisia palveluita.",2012,Health & Medical Technology,Helsinki,https://minduu.fi/fi/,"{'twitter': 'https://twitter.com/minduu_fi', 'facebook': 'https://www.facebook.com/minduu.fi'}",,
MiniFactory,https://startup100.net/company/minifactory,"miniFactory Oy Ltd is an industrial 3D printer manufacturer driven by passion for heat-resistant polymers and the best results for industry class 3D printed parts. Company is based in Finland and was founded in 2012. 

miniFactory is specialized for ultra-polymers and brand new miniFactory Ultra 3D printer is a versatile powerhouse in industrial 3D printing. It offers the benefits of high performance polymers such as ULTEM, PEKK, PEEK, PPSU etc. in a state-of-the art package.",2012,Hardware & Devices,Seinäjoki,http://www.minifactory.fi/,"{'twitter': 'https://twitter.com/miniFactory_fi', 'facebook': 'https://www.facebook.com/miniFactory.fi', 'linkedin': 'http://www.linkedin.com/company/2026999', 'youtube': 'https://www.youtube.com/user/miniFactoryFI'}",,
Miradore,https://startup100.net/company/miradore,"Miradore is a cloud-based Mobile Device Management platform that provides a smarter way to securely manage both company-owned and personal Android, iOS, macOS, and Windows devices. Today, we are trusted by over 10,000 organizations in more than 180 countries.

With Miradore, you can stay up to date with your device fleet, automate device management across multiple operating systems, distribute business-critical apps, and secure your company data. 

Getting started is simple and always free, and when needed, you can unlock additional features with our Premium plan. Test all our features risk-free with a 14-day trial. No credit card information is required. Learn more: www.miradore.com",2006,SaaS/Business Software,Lappeenranta,http://www.miradore.com/,"{'twitter': 'https://twitter.com/MiradoreLtd', 'facebook': 'https://www.facebook.com/miradoreltd', 'linkedin': 'http://www.linkedin.com/company/miradore-ltd', 'slideshare': 'https://www.slideshare.net/MiradoreLtd', 'youtube': 'https://www.youtube.com/user/MiradoreLtd'}",,
Missing-Link,https://startup100.net/company/missing-link,New age of community is here and it's great,2016,SaaS/Business Software,Orivesi as,http://missing-link.fi/,{'twitter': 'https://www.twitter.com/missing-linkOy'},2732586-8,https://www.finder.fi/search?what=2732586-8&type=company
MiTale,https://startup100.net/company/mitale,"#gamedev company from @Finland focusing on #narrativegames, #visualstorytelling and #gamification",2017,Gaming,Turku,https://mitale.fi/,"{'twitter': 'https://www.twitter.com/mitalegames/', 'facebook': 'https://www.facebook.com/MiTaleGames'}",2804799-4,https://www.finder.fi/search?what=2804799-4&type=company
Mjuk,https://startup100.net/company/mjuk,"Mjuk is a love letter to quality design and the circular economy set up as a full-service marketplace for buying and selling quality second-hand furniture in the most effortless way possible.  

The process of selling preloved furniture streamlined through our modern business model.
•	The furniture you want to sell are picked up at your convenience from your home or office
•	They are washed and/or treated before being photographed at our studios
•	The furniture are then marketed and sold in our online store and through various other channels as well as our partners
•	Finally, the furniture are transported to their new homes and the proceeds are paid to the seller’s account

Send us an inquiry by mail or through our website and let us take care of the rest!

We also sell on behalf of companies in the Helsinki, Turku  & Tampere regions.

Made for the people and the planet.",2019,Other Consumer Technology,Helsinki,https://www.mjuk.fi/,"{'facebook': 'https://www.facebook.com/Mjuk.fi', 'linkedin': 'https://www.linkedin.com/company/14807722'}",2988359-9,https://www.finder.fi/search?what=2988359-9&type=company
Mobal.io,https://startup100.net/company/mobalio,"Mobal.io is a location marketing company helping businesses stand out in local searches on Google through cutting-edge technology and managed services. At Mobal.io, we help businesses get everything out of their location marketing and bring their physical stores in front of local customers to drive foot traffic and increase sales. 

Why? 

Today, 80% of people across the globe use a smartphone. In a world where everyone’s in a hurry and looking for an instant hit, people use their smartphones to find the best services and products nearby. The first thing that appears for mobile searches on Google are the best Google Business Profiles. We exist to help businesses maximize their location marketing to bring them front and center on Google to drive foot traffic and increase sales.  

Who? 

Mobal.io is built by a team of Google savvy engineers, marketing specialists, designers, strategists, and salespeople. We are caring, curious, and courageous people with a joint mission to become the world’s largest location marketing technology provider in 2024.",2020,SaaS/Business Software,Helsinki,https://mobal.io/,"{'twitter': 'https://www.twitter.com/Mobal_io/', 'facebook': 'https://www.facebook.com/mobal.io', 'linkedin': 'https://www.linkedin.com/company/34712203'}",3108992-5,https://www.finder.fi/search?what=3108992-5&type=company
MobiiliMenu,https://startup100.net/company/mobiilimenu,Lainan ottaminen on aina merkittävä tapahtuma elämässä ja siksi siihen on syytä käyttää runsaasti aikaa ja harkintaa. Lainan ottaminen itsessään on jo suuri…,2014,Other Consumer Software & Apps,Kerava,http://www.mobiilimenu.fi/,"{'twitter': 'https://www.twitter.com/hakukone/', 'facebook': 'https://www.facebook.com/Facebook-Marketing-Expert-Reminder-371841936992132'}",,
